,0
learning_rate,0.0031558380477800527
n_steps,60
gamma,0.9816953949665449
gae_lambda,0.9261983662550716
ent_coef,0.0875418123158776
vf_coef,0.5039877956545022
use_rms_prop,True
rms_prop_eps,0.005242503311117515
use_sde,False
